txnAmt,status,payer_vpa,payee_vpa,ip_address,hour,date,transaction_type_encoded,transaction_frequency
8041,0,5,1,198.176,10,66,2,1
8357,1,9,32,121.1,10,61,0,3
2043,1,97,23,199.227,3,67,1,1
3913,1,57,32,125.94,10,63,0,1
16168,0,90,29,248.142,23,67,1,1
2309,0,40,2,54.81,0,65,1,2
13294,1,73,27,207.184,2,63,0,1
4932,0,53,32,84.33,8,63,2,1
8431,0,78,24,141.103,10,65,1,1
12124,0,18,20,68.11,16,60,1,1
8991,1,55,22,185.108,11,66,2,2
14337,0,31,11,25.112,22,65,0,1
3034,1,83,2,153.83,1,63,0,2
4298,1,9,20,82.145,18,65,0,1
13192,1,32,20,92.253,5,64,1,1
8499,1,83,30,17.63,20,61,2,1
4575,1,44,29,50.32,13,66,0,1
2596,1,28,30,171.73,20,61,1,1
5634,0,76,12,28.114,5,60,1,3
13744,1,33,5,137.42,6,63,1,2
1826,1,90,16,78.38,17,62,0,1
14154,1,44,33,183.95,3,66,2,1
4270,1,1,16,245.107,23,62,1,1
8733,1,32,23,24.67,9,66,0,1
3792,1,3,23,100.27,12,64,2,1
12395,1,63,9,78.126,10,60,0,2
15241,0,16,21,222.15,9,67,0,2
14043,0,90,18,233.228,8,64,1,2
1566,1,48,12,47.166,20,60,0,1
12063,1,94,2,43.229,10,67,2,1
13781,0,49,28,37.1,19,69,1,1
14028,1,71,3,96.17,16,61,2,2
4567,1,61,9,168.243,3,64,1,1
6742,1,67,12,81.159,8,68,2,1
10762,1,65,31,111.217,6,63,2,1
11090,0,100,10,47.54,11,69,2,1
8603,1,54,3,22.73,16,60,1,1
2287,1,53,4,229.14,4,63,1,1
6966,1,28,2,30.193,23,62,2,1
12596,1,25,16,121.19,4,65,0,1
19465,0,92,10,140.134,3,63,2,1
2396,0,74,22,39.142,16,63,0,3
6050,1,56,6,150.241,22,68,0,1
3242,1,41,6,203.14,4,65,0,1
12600,1,35,28,95.216,1,66,2,1
17487,0,38,5,31.247,0,61,0,3
12094,1,99,4,49.21,12,69,2,1
3928,0,99,22,248.217,8,65,1,1
5917,1,53,6,231.126,1,60,2,1
685,1,88,27,240.174,7,64,0,2
9366,1,87,7,160.8,16,67,1,1
7084,1,42,25,101.177,13,60,0,1
2789,1,72,23,43.2,16,66,1,1
3240,1,69,25,205.119,11,67,0,1
4713,0,55,10,53.153,1,60,1,1
11481,1,55,9,168.9,8,68,1,1
2550,0,46,28,166.254,1,61,1,1
3610,1,64,16,23.171,21,64,0,1
8123,1,32,29,251.33,0,62,0,2
13850,0,6,23,114.36,13,67,1,1
4709,0,1,25,152.22,22,61,0,1
12650,1,42,7,168.149,3,68,2,2
1861,1,56,21,186.88,2,62,0,1
2110,1,46,7,42.46,11,67,1,1
8669,1,56,31,125.116,6,67,2,1
3456,1,39,17,200.6,1,66,0,1
6983,1,61,28,53.19,9,65,1,1
17054,0,38,17,70.222,13,62,2,1
12459,0,2,17,69.108,17,65,2,1
1278,1,68,32,77.174,11,64,2,2
13405,0,99,19,109.199,21,66,1,1
19151,0,15,22,251.166,3,67,0,2
8537,1,12,18,130.28,17,63,1,1
13335,1,21,27,45.228,22,62,1,2
13090,1,54,15,115.195,10,60,0,1
8586,1,23,27,222.18,21,69,2,1
2984,0,38,25,170.239,16,62,0,1
6619,1,81,33,117.9,5,66,1,1
10783,1,29,15,120.46,22,65,2,1
11886,1,70,10,208.85,1,65,2,1
11445,1,52,27,107.26,22,67,2,1
10024,1,25,21,97.251,20,61,0,1
8670,0,43,20,209.126,17,68,0,1
760,1,27,31,169.11,17,61,2,1
4369,1,63,3,156.4,4,64,0,2
9284,1,20,9,7.165,8,62,0,1
2003,1,35,1,60.12,22,69,0,2
8722,0,60,28,7.206,9,64,0,1
9961,0,21,21,74.218,22,62,0,3
13972,1,79,18,181.155,16,69,2,2
4777,1,56,20,242.153,0,69,2,1
6532,1,91,20,121.203,10,66,2,1
4748,1,79,7,89.17,8,66,0,2
2360,1,15,9,136.31,18,69,2,1
14249,1,67,11,82.8,6,66,2,1
1284,1,96,3,179.171,21,67,1,1
11715,1,15,23,106.9,12,61,1,2
2795,1,26,32,254.204,2,65,0,1
11797,1,90,5,40.232,14,68,2,3
8597,0,15,14,50.79,19,61,2,1
13268,0,82,17,146.251,19,64,2,1
11248,1,85,20,151.168,23,67,0,1
9238,1,13,18,82.241,13,68,2,1
16417,0,80,28,45.137,2,68,1,1
5207,1,79,10,192.18,14,67,0,2
11843,0,78,12,143.6,13,67,2,1
4298,0,27,2,252.168,2,66,2,1
5854,1,98,27,163.86,11,67,2,1
18949,0,71,9,225.217,0,62,2,1
2019,0,42,19,215.82,23,66,1,1
5574,1,85,20,135.77,19,65,2,1
14007,1,24,2,95.77,4,60,2,1
8786,1,43,10,143.137,3,65,2,1
5453,0,12,13,161.91,23,68,2,1
6379,1,74,25,224.88,17,63,0,1
12392,1,5,20,158.225,18,61,0,1
812,1,66,15,23.133,14,61,1,1
7446,1,9,8,31.111,19,63,1,2
7758,1,79,33,56.244,15,68,1,2
6491,1,64,8,69.8,16,60,1,1
8508,1,77,32,187.158,17,66,1,1
8592,0,67,13,41.19,10,66,1,2
611,1,19,2,165.6,20,69,2,2
11676,1,47,9,96.77,0,60,2,1
1662,1,49,28,107.181,9,61,1,1
5919,0,97,29,28.152,23,67,0,2
12470,1,79,13,16.197,19,61,0,1
3856,1,18,24,27.154,3,60,0,1
2758,1,58,10,36.77,13,63,1,2
13451,1,25,33,40.137,6,67,1,2
13008,1,92,3,218.8,17,63,0,1
14831,0,79,6,142.197,12,67,1,1
621,1,72,30,124.71,5,65,1,1
9980,1,2,4,129.5,4,64,2,2
16983,0,41,29,79.158,12,63,1,2
4785,0,81,33,26.184,7,60,1,1
7225,1,9,18,82.125,15,68,0,1
7266,1,43,12,245.103,13,61,0,1
19222,0,75,27,215.25,17,63,1,2
653,1,80,1,10.1,11,65,0,1
5480,1,27,16,50.238,9,69,0,2
8074,0,93,14,224.68,13,61,1,1
781,1,15,2,161.43,1,68,0,1
16086,0,92,12,154.151,13,66,2,1
16477,0,1,25,169.6,4,65,1,1
9201,1,99,32,230.74,1,69,0,1
9439,1,33,30,249.2,8,67,2,1
6061,1,52,26,28.178,10,67,0,2
2224,1,23,5,89.124,6,61,1,2
12476,0,93,2,188.92,4,69,1,1
5660,1,12,1,220.98,14,69,2,2
11235,1,43,12,0.253,13,62,0,1
1460,1,69,33,144.163,15,65,1,1
242,1,78,15,147.236,1,61,2,1
575,1,44,12,174.164,19,63,2,1
10460,1,81,20,221.151,0,65,2,1
10325,0,45,19,113.138,16,66,0,1
7938,1,99,31,99.104,19,64,0,1
11927,1,37,23,82.52,12,68,0,1
8967,1,10,11,82.157,16,64,2,3
18710,0,89,15,116.4,19,69,2,3
3285,1,80,4,3.216,17,66,0,1
12911,1,96,18,252.109,2,67,1,1
11020,1,42,13,30.3,12,63,2,1
17120,0,50,23,93.135,10,69,0,3
14891,1,21,1,15.85,22,64,2,2
11388,1,27,4,84.142,7,66,1,2
7612,1,4,22,56.8,15,60,1,2
13029,1,53,33,9.172,15,63,2,1
2661,1,25,8,121.51,14,67,1,1
8766,0,7,14,84.38,10,69,0,1
9739,1,72,22,162.134,16,66,1,1
9124,0,76,1,224.159,18,66,1,1
7712,0,50,31,37.17,22,60,1,2
2846,1,43,8,88.215,6,64,0,1
7015,1,19,24,1.75,9,64,0,1
12940,1,1,22,1.78,0,67,2,3
7959,0,50,4,19.233,11,61,1,1
6828,0,71,20,204.153,15,60,2,2
12365,1,10,22,191.54,21,67,0,2
6243,1,100,5,251.5,10,69,2,2
9765,1,19,7,61.98,11,69,0,2
8794,1,47,19,128.187,22,69,2,1
10050,1,30,16,137.211,23,65,2,1
5505,1,47,12,110.193,19,68,0,1
6735,1,87,8,171.229,14,69,2,2
5211,1,28,16,136.164,3,64,1,1
5898,1,83,10,38.84,12,68,1,1
14743,1,56,17,108.246,15,67,1,1
13240,0,33,17,232.59,16,63,2,2
2317,1,75,13,35.126,6,62,2,1
14721,1,44,27,235.144,22,60,0,1
12127,1,35,11,141.212,7,65,1,2
11159,0,85,17,104.27,9,64,2,2
9816,0,92,33,218.5,9,61,1,2
5899,1,67,15,186.229,5,67,1,1
6207,0,35,23,168.32,7,68,0,1
7285,0,39,12,245.79,17,69,1,1
14400,1,42,18,202.249,9,69,1,2
9706,1,99,24,7.119,6,68,1,1
10356,1,66,33,56.151,2,62,2,1
10996,0,78,30,233.174,12,66,1,2
11574,1,5,6,174.14,1,67,2,1
9549,1,71,16,166.191,21,69,0,1
5773,1,14,18,16.148,2,68,0,1
9483,1,10,11,156.7,12,64,2,3
1862,0,82,32,87.94,1,67,1,1
4050,0,77,22,90.198,17,64,0,1
4971,1,36,32,75.233,22,66,0,1
14049,1,65,19,24.117,0,66,1,1
16389,0,5,28,192.114,13,69,2,2
13777,0,8,3,224.37,11,60,0,1
9474,1,71,21,126.17,3,64,2,1
9241,1,20,23,26.132,13,69,0,2
1254,1,19,23,27.1,9,62,0,1
5083,1,18,12,163.226,0,65,0,1
10062,1,70,10,236.41,13,68,2,1
8009,1,2,30,1.14,10,63,1,2
13684,1,64,17,4.223,11,68,1,1
140,1,50,20,239.229,18,65,2,1
10523,1,96,1,19.106,1,60,0,1
2082,1,57,33,216.76,12,60,0,1
5468,1,16,4,25.152,8,66,1,1
14434,1,49,7,16.124,21,61,1,1
6801,0,23,9,13.47,8,64,2,1
2042,1,65,16,146.97,6,61,2,1
12274,1,90,17,29.226,12,61,2,1
19281,0,93,19,54.8,19,62,1,2
6700,1,35,32,222.9,6,66,2,1
10883,0,86,17,9.72,6,65,0,1
5978,1,37,26,135.171,16,69,1,1
19583,0,71,31,63.18,14,69,0,4
14922,1,89,23,130.39,3,60,0,1
14828,1,36,10,128.195,21,67,1,1
432,1,73,5,176.202,21,65,0,2
14919,1,67,5,221.175,11,63,0,1
12089,1,26,14,203.145,9,60,1,1
6255,0,32,27,231.12,21,64,1,1
3333,1,18,20,152.123,6,65,2,2
5330,0,77,20,161.32,17,67,2,1
4219,1,28,28,22.13,12,67,2,1
17449,0,61,14,193.24,4,66,0,4
6676,1,18,1,6.134,5,60,1,1
7251,1,68,14,176.241,22,61,1,1
2138,1,80,30,157.233,6,65,0,1
13359,1,17,17,251.24,18,67,1,1
10352,1,10,6,119.172,9,62,0,2
245,1,3,28,178.179,21,61,0,1
11304,0,48,7,109.56,13,62,1,1
5683,0,34,16,105.103,6,68,1,1
18852,0,48,11,85.47,3,61,0,1
4618,1,38,32,75.129,18,68,2,2
6458,0,11,4,200.9,5,63,2,2
10304,0,29,2,12.29,2,65,1,1
13997,1,33,4,18.106,17,65,2,1
5672,1,99,7,68.155,15,69,1,2
14911,1,88,27,135.15,5,67,0,1
3991,0,32,31,86.209,9,65,0,1
16986,0,73,19,82.1,22,63,0,1
6774,0,26,7,253.68,7,62,0,1
4154,1,54,5,81.77,6,67,1,1
12681,0,15,21,124.45,17,63,0,3
8944,1,8,18,61.232,0,64,2,1
6305,1,20,32,216.48,10,64,0,1
15546,0,6,10,227.62,8,67,0,2
10725,0,55,9,3.105,9,62,0,1
14471,1,32,5,78.69,23,67,1,1
10960,0,30,26,25.5,17,65,1,2
5367,1,76,29,18.78,1,61,1,1
11629,1,88,3,120.107,23,69,0,2
8911,1,96,28,71.169,23,62,1,1
2908,0,16,7,100.12,1,62,0,2
1299,0,89,8,216.125,20,67,2,1
1526,1,61,11,18.16,3,61,0,1
7218,0,33,7,87.185,9,62,0,1
8403,1,15,1,183.23,2,66,2,2
10040,0,32,23,5.61,15,65,1,1
4810,1,14,20,232.139,2,60,1,1
6312,1,96,27,247.124,2,62,1,3
2333,1,45,32,13.72,11,67,1,1
12084,0,72,31,98.189,18,63,1,1
3232,0,50,25,130.16,5,60,1,2
1265,1,70,31,182.4,3,60,1,1
14079,1,1,8,155.69,20,64,2,3
11236,0,37,11,54.151,6,63,2,1
4573,1,35,17,192.126,22,67,0,2
9323,1,74,13,110.73,1,62,0,2
10328,1,60,29,190.218,12,66,0,1
10063,1,16,22,219.206,18,65,1,3
4329,1,93,10,205.116,18,65,2,1
6438,0,33,4,109.12,8,60,2,1
10157,1,93,28,170.25,13,64,1,1
3542,1,42,3,228.165,16,63,0,1
2264,0,59,9,8.5,11,65,0,1
15031,0,19,17,204.63,15,66,1,1
7432,0,79,18,33.198,14,66,1,1
4304,1,35,1,104.54,7,64,0,2
12032,1,38,9,43.137,16,63,2,2
10731,1,2,32,93.231,11,68,2,3
17935,0,89,11,47.203,5,68,0,2
9753,1,36,11,149.63,5,69,0,2
12781,0,24,27,148.138,14,65,0,1
11438,1,86,7,55.1,19,63,1,1
2079,0,14,6,58.241,14,66,0,2
7610,1,66,10,28.17,4,67,1,3
17998,0,42,17,190.143,14,63,0,1
9014,1,11,3,122.5,11,60,0,2
1961,0,97,10,23.212,22,64,0,1
877,1,72,26,166.148,4,66,2,1
12289,1,13,5,60.111,1,68,1,1
13495,1,60,20,53.85,17,65,2,2
11635,1,73,4,74.147,12,65,0,1
9297,1,48,23,46.62,9,66,0,1
5781,1,25,30,46.121,7,61,1,2
9523,1,50,22,148.2,11,64,1,1
6651,1,93,14,227.166,21,64,0,1
11044,1,60,27,140.238,9,66,2,2
3818,0,35,14,6.174,2,62,2,1
7448,1,11,20,115.125,20,66,1,2
13450,1,32,9,126.141,6,62,2,1
5087,1,41,23,76.166,5,68,0,1
10128,0,96,33,149.94,21,69,0,1
13453,1,2,21,21.33,16,66,1,1
2542,1,29,20,202.47,21,68,2,1
11934,1,6,32,5.93,9,62,0,1
10719,1,24,20,103.28,14,66,0,1
10206,1,47,17,13.162,13,68,2,2
2803,0,50,17,60.96,22,66,1,2
14089,1,69,6,207.143,1,66,2,2
3324,0,4,15,23.193,4,66,2,1
526,1,78,10,123.64,17,63,2,1
12133,1,54,26,29.193,17,62,0,1
3755,0,15,21,125.98,11,66,2,1
2538,1,70,23,150.106,4,69,1,1
14039,1,72,14,100.56,5,61,1,1
1408,1,30,19,8.102,19,66,0,2
14345,1,27,7,12.195,21,65,2,2
10132,1,49,9,26.213,2,61,1,1
18925,0,52,5,86.19,7,65,0,1
1201,1,85,10,47.206,5,62,0,1
1395,1,52,29,55.216,16,63,1,1
3606,1,58,3,27.204,1,64,2,1
5009,1,26,30,203.154,2,68,2,2
10870,1,76,1,238.229,12,68,2,1
12857,0,57,2,239.133,14,64,0,1
11158,1,26,12,113.105,15,63,0,1
12840,1,63,21,237.78,0,68,1,1
2048,1,50,30,3.152,18,68,1,1
8661,1,61,25,110.24,4,68,1,2
4917,1,60,4,60.19,10,67,0,1
13037,1,87,32,133.223,9,64,2,1
5065,1,48,17,183.222,12,63,0,1
14933,1,28,12,21.184,20,68,1,1
11391,0,35,32,254.128,11,64,0,2
1501,1,66,27,22.153,23,68,1,1
6559,1,1,13,212.239,23,62,1,2
14391,1,21,33,144.177,21,62,0,1
2783,0,15,16,176.134,22,65,0,3
1418,1,90,6,146.81,10,64,2,2
11454,1,6,19,202.178,11,62,0,1
5226,0,39,26,35.6,20,63,2,2
16035,0,21,22,151.168,13,64,2,1
7522,1,43,4,148.193,1,63,2,1
2683,1,33,23,61.63,0,65,1,1
13080,0,59,33,153.48,3,68,2,1
13167,0,35,15,193.253,1,65,2,1
10432,1,28,25,120.187,12,60,2,2
18746,0,69,17,69.241,13,69,1,2
6311,1,29,12,87.148,9,65,2,1
14798,1,22,17,119.16,0,67,2,1
10795,0,27,15,32.22,17,66,2,2
11450,1,73,11,37.64,2,60,0,2
14202,1,18,28,67.155,20,60,0,1
13353,0,57,7,50.128,9,62,0,1
14028,1,62,13,152.24,14,62,0,1
9733,1,19,5,132.82,0,62,2,1
14859,0,58,22,174.138,2,61,0,3
17629,0,1,32,42.104,9,60,2,1
13463,1,27,30,235.45,18,64,1,1
8295,1,78,4,119.81,6,63,1,1
10196,1,55,12,175.98,19,63,2,1
10275,0,35,13,153.158,13,60,1,1
4054,1,39,30,156.178,19,67,1,2
13457,1,70,24,109.74,9,61,0,1
5056,0,22,24,129.26,11,65,0,1
10880,1,17,5,37.3,13,69,0,1
818,1,63,7,38.123,1,60,1,1
15914,0,43,16,197.216,22,68,1,1
1396,1,19,1,48.154,22,67,2,2
3401,1,65,20,155.237,16,65,0,1
11463,1,58,18,30.36,5,63,2,2
5177,1,47,26,39.247,4,67,1,1
158,1,7,27,224.92,16,63,2,2
3037,1,84,19,153.36,17,69,0,2
896,1,24,22,106.21,22,67,2,1
10506,1,40,1,115.88,17,66,2,1
8791,1,98,31,234.175,11,62,2,2
4711,1,87,2,15.51,20,65,1,1
14290,1,67,19,19.133,16,65,1,1
4906,0,7,26,140.21,5,67,0,1
5240,1,7,19,110.253,19,60,1,1
11464,1,30,5,89.168,7,65,2,2
12854,0,73,10,249.155,22,64,0,1
10235,1,93,30,190.156,23,62,2,1
6579,0,48,12,223.61,2,67,2,1
14746,0,59,18,161.35,8,65,0,1
12077,0,53,22,103.63,17,67,0,1
8563,1,91,31,197.13,12,68,2,1
13836,1,9,5,242.82,15,66,1,1
3655,0,79,27,245.243,20,60,0,3
10142,1,29,25,148.55,13,65,0,2
9226,1,96,16,154.55,5,68,1,1
8574,1,75,17,242.62,11,62,2,1
3602,1,40,25,132.65,2,62,2,2
882,1,34,7,52.95,15,60,2,2
11324,1,33,5,4.219,12,63,0,2
5046,1,66,5,217.22,11,63,0,1
15674,0,25,4,227.232,22,60,2,1
12016,0,17,30,197.156,0,61,0,1
14063,0,13,30,23.205,20,63,0,2
8967,1,84,27,159.108,13,66,1,2
1546,0,14,4,142.6,8,68,2,1
6167,1,94,15,48.62,9,63,0,1
229,1,56,28,117.87,16,60,1,2
14915,0,85,26,158.54,6,64,1,1
8025,0,67,19,149.213,1,64,2,3
6239,1,38,25,84.82,23,67,1,1
11604,1,35,10,10.99,23,67,2,1
8879,1,70,11,83.4,9,64,0,1
4446,0,21,32,82.171,23,61,1,1
3133,1,98,5,11.7,0,66,0,1
8418,1,46,25,80.231,21,64,0,1
16902,0,42,14,248.97,11,63,2,2
1781,0,51,30,113.151,4,67,0,2
3603,1,64,14,245.218,5,62,0,1
5668,1,17,18,114.228,8,69,0,2
14598,1,17,22,19.77,10,66,1,1
4633,0,58,26,249.165,16,62,2,1
3199,1,49,22,60.124,12,61,2,1
3270,1,55,27,180.209,12,65,1,1
1228,1,38,11,16.56,0,68,2,2
7417,0,82,18,204.102,9,62,0,2
6423,1,36,26,247.115,15,60,2,1
5794,1,65,12,126.244,17,64,0,1
5863,1,67,29,33.224,15,66,1,2
6703,0,41,25,227.44,16,63,1,1
3959,1,10,23,175.1,6,62,2,1
8361,1,41,27,86.155,14,69,0,1
12735,1,61,25,11.35,17,67,0,2
13353,0,98,31,76.138,1,60,2,3
5230,0,6,20,23.177,14,63,0,1
17710,0,95,17,208.184,5,69,2,1
10841,1,13,25,235.214,11,63,0,1
15778,0,49,2,90.9,12,64,0,1
18758,0,21,16,65.197,15,66,2,1
3702,1,58,17,140.94,5,65,1,2
3649,1,39,22,5.154,19,65,1,1
10739,0,45,11,25.27,16,63,0,1
12339,0,92,18,81.11,2,61,2,1
16001,0,76,29,231.212,20,66,0,1
14712,1,53,16,146.206,22,64,0,1
13573,1,38,10,63.0,10,61,2,1
7983,1,13,12,4.116,21,63,2,1
1095,1,19,22,75.98,1,68,1,1
19591,0,50,29,242.147,10,62,0,1
5088,1,53,1,233.141,16,62,1,1
3594,1,57,16,13.114,22,61,0,1
10467,0,98,9,241.227,11,63,2,1
1122,0,65,5,38.3,11,69,2,2
2519,1,46,8,6.24,3,66,0,1
12541,1,5,18,198.63,13,69,2,1
1545,1,94,3,144.63,4,65,0,1
4931,1,1,8,10.55,17,61,1,1
9971,1,63,5,90.182,7,68,1,1
4872,0,62,33,3.3,5,67,1,1
8601,1,28,1,38.144,19,67,1,1
14669,1,97,25,224.22,21,60,0,2
14375,0,97,31,177.213,14,60,2,1
11678,1,24,24,128.226,8,64,1,2
8351,1,45,22,172.132,0,63,2,1
6134,0,57,14,224.131,13,67,1,2
13223,0,38,24,43.144,3,68,1,1
8640,0,66,4,10.137,12,62,0,1
1017,1,20,30,3.42,2,69,0,1
4379,0,60,10,135.75,6,67,1,1
1718,0,48,26,96.12,12,61,0,1
1391,1,82,7,146.27,14,65,1,1
12719,1,71,8,237.191,1,64,1,1
12238,1,89,31,0.139,22,60,2,1
5084,1,5,6,40.83,9,65,0,1
6857,1,88,25,143.254,5,62,1,1
7236,1,72,13,210.17,12,61,1,1
3273,1,75,26,135.254,5,61,0,2
10315,1,23,10,85.23,20,61,1,3
2384,0,12,13,132.24,11,64,0,1
4652,1,58,3,27.3,7,62,1,2
7738,1,75,2,45.197,5,62,2,1
2159,1,83,28,231.152,8,68,1,1
14390,0,61,8,4.0,10,60,0,2
10035,1,7,32,40.254,17,61,0,1
7264,1,38,20,45.205,21,66,0,1
3977,1,33,11,196.13,12,69,1,2
10294,1,23,24,202.254,4,63,0,1
4166,1,11,23,188.7,13,66,2,2
10507,1,81,21,25.164,17,65,2,2
4955,1,83,29,8.59,15,60,1,1
3109,1,57,3,157.87,11,61,2,2
10962,0,2,24,38.143,3,64,2,1
11562,1,59,7,127.133,0,63,0,1
13595,1,26,31,162.156,12,67,0,1
1323,1,66,3,227.9,23,64,0,1
11327,1,96,26,6.65,0,68,2,1
19865,0,39,4,0.15,15,64,0,2
12363,1,16,14,19.31,7,68,0,1
14967,1,39,15,239.5,23,66,2,1
5537,1,52,9,153.14,2,67,0,1
1861,1,35,21,234.161,10,62,2,1
10056,0,86,15,118.251,17,65,0,1
11067,1,30,8,242.28,8,68,2,1
2511,1,26,4,151.213,7,62,2,1
11218,1,24,8,100.245,20,60,1,2
12040,1,54,21,159.136,19,62,0,1
9118,1,17,24,55.202,14,65,0,1
7946,1,27,14,185.221,3,68,1,1
4662,1,9,25,215.8,11,64,2,1
19635,0,91,16,147.91,18,66,2,1
18814,0,20,7,173.174,16,68,1,1
11634,1,66,9,135.182,8,62,1,2
13267,0,79,13,101.253,4,69,2,1
1683,1,2,29,68.53,17,62,0,2
8241,1,66,11,209.43,3,64,2,2
6883,1,97,29,72.15,20,62,1,1
14928,1,59,20,219.225,17,68,2,1
1762,1,65,2,17.184,18,65,1,1
13051,1,88,7,3.179,10,62,0,1
5650,1,7,32,74.6,10,64,2,1
6991,0,35,8,96.183,11,61,2,1
14575,1,58,18,74.171,16,65,1,1
11953,1,6,29,47.208,0,61,2,1
9417,1,72,11,160.44,22,65,1,1
11403,1,69,25,94.34,11,60,1,3
4677,1,93,33,133.26,16,64,2,1
14939,0,67,27,15.49,16,60,2,1
345,1,47,10,102.229,15,65,2,1
6393,0,40,25,46.84,8,61,0,2
18615,0,51,15,56.42,13,64,2,1
2627,1,72,28,23.142,21,63,2,1
8189,1,74,9,215.249,9,69,0,1
7718,0,95,27,11.13,4,65,2,1
5653,1,64,33,19.129,6,64,0,1
3616,1,6,5,214.175,22,69,0,1
14943,1,39,2,207.141,7,69,2,1
565,1,31,33,106.197,18,66,1,1
11354,1,27,23,239.175,10,67,2,2
6831,1,2,32,175.7,9,67,2,1
8467,1,21,31,113.128,12,67,2,2
9483,0,90,24,101.24,17,61,2,1
6817,1,73,16,179.179,13,62,2,1
7708,0,23,6,55.23,14,60,0,1
15525,0,82,26,50.55,18,64,2,1
17,1,69,16,144.248,3,64,1,2
1603,1,24,3,239.16,9,66,2,1
12139,1,80,20,254.242,12,63,2,1
14023,1,89,15,92.44,4,62,0,2
435,1,30,29,81.54,18,61,0,1
18878,0,63,31,60.114,6,61,1,1
10105,1,25,15,36.2,6,62,0,1
13955,1,50,7,119.174,3,68,1,1
14281,0,28,24,57.5,23,66,1,1
233,1,55,17,151.199,14,64,2,2
6750,0,58,33,235.72,5,67,2,1
5882,1,29,25,187.244,3,63,0,1
7946,1,68,16,6.187,8,64,0,1
10939,1,72,29,44.18,17,63,0,1
8735,0,14,14,159.14,7,66,0,1
9896,1,11,15,62.18,16,62,2,2
10706,0,28,29,75.178,11,61,2,1
991,1,74,16,16.226,13,63,2,1
2901,0,39,3,174.37,18,64,2,1
6945,1,48,25,66.122,13,67,1,1
14878,1,80,24,106.41,2,69,0,1
17799,0,57,15,12.6,21,63,1,1
12306,1,56,18,44.101,7,62,1,1
4524,1,97,25,41.126,18,60,1,2
1248,0,47,33,20.216,20,61,1,1
11725,1,45,7,224.2,14,67,2,1
13196,1,55,4,11.29,11,62,1,1
9913,0,34,15,25.102,5,66,2,1
7685,1,15,29,106.88,19,66,1,2
3645,0,18,24,78.5,10,67,2,3
8487,0,98,15,222.161,22,62,0,1
3465,0,82,17,159.38,13,62,2,1
14397,1,57,6,28.59,2,61,2,1
14880,1,48,3,58.2,7,61,1,2
4180,1,74,27,169.98,20,69,1,2
11050,0,62,12,237.98,14,65,1,1
5483,1,67,6,244.52,19,64,1,1
6249,0,75,23,128.191,0,60,1,1
3279,0,75,17,75.206,20,66,0,1
3772,0,18,29,102.2,7,63,2,2
4265,1,52,20,141.9,7,68,2,1
12280,0,40,12,112.1,0,60,2,1
10872,1,79,30,174.117,23,62,2,1
9110,1,20,4,39.7,9,66,2,1
7537,1,12,14,245.116,0,67,1,3
2944,1,41,20,67.9,17,67,0,1
14889,1,86,17,151.48,20,64,2,1
2798,1,8,11,162.203,4,63,1,1
4621,0,13,25,218.141,1,65,0,1
1567,1,14,21,136.248,21,69,0,1
4928,1,54,25,126.162,18,61,1,1
12009,1,53,9,45.109,18,67,0,1
4386,1,52,33,47.3,7,62,0,2
10188,1,1,18,114.41,22,61,2,1
8778,1,45,18,181.11,9,65,0,1
264,1,32,9,253.1,19,66,1,1
248,1,46,31,150.11,17,67,1,2
11879,1,68,13,148.136,11,66,2,1
10698,0,18,19,235.188,17,67,1,1
13488,1,13,13,4.196,19,66,1,2
3323,1,25,5,234.111,15,67,2,1
11034,1,30,24,182.9,6,62,1,1
3837,1,59,5,81.59,10,67,1,1
13428,1,95,23,27.17,11,62,2,1
7477,1,66,31,229.114,17,65,2,1
15203,0,10,8,78.9,1,68,0,1
10116,1,92,6,1.237,16,67,0,1
5944,1,16,28,108.3,11,68,0,1
15281,0,20,3,23.16,12,61,2,1
2496,0,1,7,66.173,13,62,0,1
10475,1,13,5,23.99,23,64,0,1
2121,0,59,17,115.8,21,67,2,1
9399,1,12,1,65.165,16,64,2,2
5819,0,16,20,237.244,21,69,0,1
4351,1,32,32,113.157,4,64,0,1
9226,1,81,32,17.66,0,62,1,3
4680,0,98,26,232.195,17,65,0,1
2925,1,1,9,94.232,15,67,0,1
9723,1,1,25,197.13,7,60,2,3
10633,1,92,18,55.61,5,68,0,1
5790,0,64,15,226.77,17,60,1,1
5888,1,90,17,87.81,8,63,0,1
2410,1,93,6,138.198,22,61,0,1
10292,1,76,31,59.234,19,61,0,1
5850,1,100,1,234.7,4,69,2,1
7637,0,77,10,167.31,14,68,0,1
6337,1,100,13,123.132,9,63,1,1
1245,0,38,4,105.111,16,62,2,1
9719,1,95,3,42.245,21,63,0,1
2974,1,44,2,63.188,13,62,1,1
5731,1,47,1,161.81,5,68,2,1
9520,1,5,7,188.96,10,63,2,2
11583,1,16,3,4.77,17,67,0,1
10150,1,8,26,0.237,4,62,0,2
5592,1,5,30,206.76,17,61,2,1
4858,1,58,6,138.3,6,62,0,1
6610,1,28,29,223.118,10,69,2,1
8397,0,93,15,89.86,11,69,2,3
5903,1,27,27,4.105,15,64,1,1
11005,1,5,9,23.124,16,61,1,1
9531,0,12,14,193.213,10,67,1,3
10731,1,62,27,231.27,12,68,0,1
12875,1,2,6,202.137,17,64,0,2
2474,0,45,5,135.154,12,62,2,1
12866,0,24,7,225.159,6,67,2,1
